ID,Dialogue,Manipulative,Technique,Vulnerability
85514494,"Person1: C'mon, you two... Jacques, we have to get ready for the ceremony tonight.  We have a new world champion.
Person2: I'm a little tired, I don't know if...
Person1: Get in the car!",1,"Brandishing Anger,Intimidation","Dependency,Over-responsibility"
85514495,"Person1: It isn't in your hands, Mama. It's my life.
Person2: Yes, but important people are concerned about this. Judge Hillier spoke to Alma Styles --
Person1: I don't care.
Person2: ...You will.",1,"Rationalization,Intimidation",Dependency
85514496,"Person1: I'm thinking about getting out of town this week.  You want to come with me?
Person2: Where are you going?
Person1: I don't know.  Maybe California.
Person2: You swear?
Person1: Yeah.  Go out there, check it out, see what it's like.  I've got some stuff to do this week, but I'm thinking maybe Thursday.  Thursday after school.
Person2: You know I can't.  Mom will never let me go.
Person1: You let me take care of your mother. You just pack your bags.
Person2: But I've got school.
Person1: There's schools in California.
Person2: You swear?
Person1: That's right.  Three o'clock.  Thursday. At your mother's.  You and me.  It's a date.
Person2: I don't believe you.
Person1: I swear.  On my life.
Person2: Swear on my life.
Person1: I swear on your life.",1,,Dependency
85514497,"Person1: Thank you for showing it to me first. I'll... I'll take care of it. Can I have the picture?
Person2: Of course. There is one more thing, Mrs. Treborn. And I feel bad for mentioning it...
Person1: What?
Person2: When I asked Evan about his drawing, well, he didn't remember doing it.",0,,
85514498,"Person1: It's true.
Person2: I'm tryin' to keep you from being hurt What more do you want?
Person1: Much more, Terry. Much, much more!",1,Playing Servant Role,Dependency
85514499,"Person1: You were quick enough to get Tom's help when...
Person2: Yes, yes.  I know.  Right.  And if it had gone well for me tonight, maybe I'd be keeping quiet about all this...I grant you everything but give me this...he does personify everything you've been fighting against...And I'm in love with you.  How do you like that? -- I buried the lead.",0,,
85514500,"Person1: George... look me in the eye... George, you don't ever lie to me again.
Person2: I must trust you, Matthew.  I cannot stop this without you.",1,Persuasion or Seduction,"Dependency,Over-responsibility"
85514501,"Person1: 'The heir to the fortune must wear the Mayfair pendant an her wedding day.'  We should all have to suffer such burdens.
Person2: Then you wear it.
Person1: C'mon now - give a little nod to Mayfair tradition.",1,Rationalization,"Over-responsibility,Over-intellectualization"
85514502,"Person1: What made you do it? Who paid you off?
Person2: Nobody. I'm the maid!",0,,
85514503,"Person1: I don't know.
Person2: Are we gonna split up?
Person1: No, never.  Don't even think about that, it's impossible.  I love your mother. And you are my heart.  Could I live without my heart?  Could I?",1,Persuasion or Seduction,Dependency
85514504,"Person1: Now I understand.  That helps.  I can make them understand that.
Person2: Okay.
Person1: Let me come get him.
Person2: No way! You guys will jump me!
Person1: If you won't let me come in, then put him outside.
Person2: You'll shoot me as soon as I step out the door!
Person1: You've already helped yourself once, Dennis; be smart again.  If you save his life, it'll help when you get to court.",1,Persuasion or Seduction,Dependency
85514505,"Person1: I mean, what is there to be happy about really? I mean, going to the gym, climbing the StairMaster, eating the yogurt, checking the voice mail. Smoking the low-tar cigarettes, shaving the bikini line. Sometimes I just want something different, you know?
Person2: What was your name again?
Person1: Erica.
Person2: Erica. So do you think you and I are alike, Erica?
Person1: Deep down. Way down.
Person2: It's a mistake to think that.
Person1: We could still talk, you know? It's nice to talk.
Person2: It's nice to do a lot of things.
Person1: That's what I mean.
Person2: I'm not a nice guy.
Person1: I know. It's okay.
Person2: Yeah?
Person1: Mm-hm. I'm a big girl. I can take care of myself. If I didn't want to be here, I'd be in a limo right now with a bunch of kids looking for Chinese food.
Person2: No, no, see, you, you don't understand.
Person1: Hay? Yeah? So teach me a lesson.",1,Shaming or Belittlement,
85514506,"Person1: No, you listen. Get out!
Person2: Lady, I'm here to help you. This man is very dangerous. An armed criminal.  He's got a gun, hasn't he?
Person1: You have no right here!",1,Playing Servant Role,
85514507,"Person1: Jackie... Jackie?... answer me, for God's sake, answer me.
Person2: If you knew how many times I wanted to hear you say that...
Person1: So I'm saying it...
Person2: It's too late...
Person1: What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.
Person2: Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.
Person1: So what? You don't love him, do you? Answer me.
Person2: What's that supposed to mean?
Person1: I don't know... Jackie?
Person2: What?",0,,
85514508,"Person1: Gallatin! So the righteous Starfleet Captain finally released you. Did you encounter any problems on the surface?
Person2: No, sir. But it wasn't easy... being among them...
Person1: I'm sure. Just don't forget what they did to us.  We'll have them rounded up in a day or two... we needn't bother with the Federation holo-ship any more. Just get the holding cells ready.",1,Persuasion or Seduction,
85514509,"Person1: Like it?
Person2: Yes. It reminds me of home.
Person1: Where Superman's from? Krypton?
Person2: No. Argo City. It was on a chunk of rock that was part of Krypton once---but we moved it to inner space.
Person1: I'm sorry, I don't understand.
Person2: It's not important. The important thing is I'm here to find something and I think you can he1p me.
Person1: Come on, let's ride.",0,,
85514510,"Person1: ...wouldn't let you settle it, huh?
Person2: Hell, you know how Skinny is. Says he's gonna shoot 'em... an I says, ""Skinny, you can't do that,"" an' he says, ""Well, then get Little Bill down here an' let's settle this"" an' I says, ""Bill's sleepin', Skinny,"" an'...",0,,
85514511,"Person1: He's not really my friend.  I just do a job for him now and then.
Person2: Tyrell could help us, Sebastian.
Person1: He could?
Person2: His company made us.
Person1: I'd be happy to mention it to him.
Person2: Be better if I could talk to him in person.  But he's not an easy man to get to.
Person1: No.
Person2: When do you deliver your project?
Person1: This afternoon.",0,,
85514512,"Person1: Quincy, I told you about these fat-ass girls.
Person2: We were just studying.
Person1: I'm not playing with you, these girls are looking to get you caught.  They see you, they see dollar signs.
Person2: Okay.
Person1: You hearing me?
Person2: I've been hearing you.",0,,
85514513,"Person1: Was it my fault? Did I know that coal mine was going to have another cave-in? I meant to be with you on our honeymoon, Hildy -- honest I did.
Person2: All I know is that instead of two weeks in Atlantic City with my bridegroom, I spent two weeks in a coal mine with John Kruptzky -- age sixty-three -- getting food and air out of a tube! You don't deny that. Do you?
Person1: Deny it! I'm proud of it! We beat the whole country on that story.
Person2: Well, suppose we did? That isn't what I got married for. What's the good of -- Look, Walter, I came up here to tell you that you'll have to stop phoning me a dozen times a day -- sending twenty telegrams -- all the rest of it, because I'm --
Person1: Let's not fight, Hildy. Tell you what. You come back to work on the paper and if we find we can't get along in a friendly way, we'll get married again.
Person2: What?!!
Person1: I haven't any hard feelings.
Person2: Walter, you're wonderful in a loathesome sort of way. Now, would you mind keeping quiet long enough for me to tell you what I came up here for?
Person1: Sure, come on. We'll have some lunch and you can tell me everything.
Person2: I have a lunch date. I just want --
Person1: You can break it, can't you?
Person2: No, I can't.
Person1: Sure you can. Come on.
Person2: Don't tell me what to do! We're divorced -- I'm a free woman. You're not my husband and you're not my boss! And what's more, you're not going to be my boss.
Person1: What do you mean by that?
Person2: Just what I said. That's what I --
Person1: You mean you're not coming back to work here?
Person2: That's the first time you've been right today. That's what I --
Person1: You've had a better offer, eh?
Person2: You bet I've got a better offer.
Person1: Well, go on and take it. Work for somebody else! That's the gratitude I get for --
Person2: I know, Walter, but I --
Person1: What were you when you came here five years ago? A little college girl from a School of Journalism! I took a little doll-faced mugg --
Person2: You wouldn't have taken me if I hadn't been doll-faced!
Person1: Why should I? I thought it would be a novelty to have a face around here a man could look at without shuddering.
Person2: Listen, Walter --
Person1: I made a great reporter out of you, Hildy, but you won't be half as good on any other paper, and you know it. You need me and I need you -- and the paper needs both of us.
Person2: Well, the paper'll have to learn to do without me. And so will you. It just didn't work out, Walter.
Person1: It would have worked if you'd been satisfied with just being editor and reporter. But no! You had to marry me and spoil everything.
Person2: I wasn't satisfied! I suppose I proposed to you!
Person1: Well, you practically did! Making goo-goo eyes at me for two years till I broke down. And I still claim I was tight the night I proposed. If you'd been a gentleman you'd have forgotten all about it. But not you!
Person2: You -- you --",1,"Shaming or Belittlement,Accusation",Dependency
