Dialogue,Hate Speech
"Person1: < an example of progressives making sure everyone is doing exactly what the left says is PC. GFY, I'm sure you understand very well what those letters mean, right gruber?
Person2: He is correct, and any that call anyone ""gruber"" is clearly a child. Grow up. If you have something to refute, refute it.",0
"Person1: None of these Liberals understand that Judge because they are the ones who infiltrate the Government. This is what happens when you let people in illegally, take people in from hostile to America areas and when you let people like Vallerie Jarrett, Barack Obama or Van Jones head departments that impact people. Liberal fantasy playing a dangerous game with reality....
Person2: There you go thinking again. Please, leave it to people equipped and qualified to do it correctly.",0
"Person1: The Federal Government violates the constitution left and right. Read the Judge's piece, ""Imagine America without the Constitution"" to see just a few clear examples. Our nation was intended to be one of numerous separate sovereign States, yielded limited authority to a central government for the purpose of patrolling the coasts for piracy, minting currency, and other things that a Federal government would be able to do more efficiently than all the States separately. Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers… The Federal government just votes itself more power year after year.
Person2: You do know the vikings come here before the asians crossed the land bridge right?",0
"Person1: You do know the vikings come here before the asians crossed the land bridge right?
Person2: As much as 25% of the DNA of the North Eastern North American natives was European in origin. How many hundreds of years and what percentage of their DNA before they were considered native by you sir? Or are we all only native to Africa? 125,000 to 60,000 years isn't that long really is it...",0
"Person1: The Federal Government violates the constitution left and right. Read the Judge's piece, ""Imagine America without the Constitution"" to see just a few clear examples. Our nation was intended to be one of numerous separate sovereign States, yielded limited authority to a central government for the purpose of patrolling the coasts for piracy, minting currency, and other things that a Federal government would be able to do more efficiently than all the States separately. Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers… The Federal government just votes itself more power year after year.
Person2: Genetics has proven that information to be outdated. I would suggest a Nova series called the First Ones. It will fill you in on the latest information we have gotten from genetics.",0
"Person1: In the real world, God gives us freedom to suffer the consequences of our inappropriate words and deeds.
Person2: God also gives us the freedom to bask in our words and deeds regardless of what others may think about them!",0
"Person1: God also gives us the freedom to bask in our words and deeds regardless of what others may think about them!
Person2: God is , as always, whatever you imagine it is.",0
"Person1: In the real world, God gives us freedom to suffer the consequences of our inappropriate words and deeds.
Person2: So who's responsible for the incredible list of misdeeds done by our government? You? Me? Or is it that America is great because no one takes responsibility for any misdeeds... Well unless you can only afford a public defender.",0
"Person1: In the real world, God gives us freedom to suffer the consequences of our inappropriate words and deeds.
Person2: Mentioning ""god"" and the real world together is an oxymoron.",1
"Person1: Confederate flag represents resistance to federal authority enforced by military aggression : That is where I have stood with the flag.
Person2: AMEN! But that doesn't serve Liberal propagandist agenda.",0
"Person1: All this diversity training everyone has had to go thru over these many years was supposed to fix the waty people felt about race. Yep quota laws would help.....political correctness was going to help.....I don't know all of them, but the results can be seen on news clips of Ferguson and Baltimore..............can't they?
Person2: Another name for ""diversity training"" is to brow beat one group until you can create even more who didn't previously but now thoroughly hate you for eternally dissing them.",0
"Person1: Isis is destroying all remnants of middle eastern heritage and religion that does not support sharia law. This is the left's equivalent action here in America
Person2: Nonsense. Grow up.",0
"Person1: Not politically correct, just correct. There is no general E. Lee. Calling people names like ""gruber"", shows you are an immature child. Grow up.
Person2: < nonsense? please explain the difference, we're all waiting to hear you deliver an intelligent response........ still waiting......",0
"Person1: Now we are fighting over a flag? Some Indians are against the American flag. Where does all this end?
Person2: True, more hate, more carnage, more destruction has been done under the Stars and Stripes than under the Confederate battle flag. Japenese incarcerated, and even some Germans. Native Americans wiped out almost, the rest placed on forced marches to rival the Bataan death march in WW2. Remember Trail of Tears and women giving birth or having miscarriages along the way, marched every day across hundreds of miles. Deliberately infected blankets with smallpox given to old men, women, children, in order to wage germ warfare against them. Deliberate bombing of civilian centers in Germany and Japan instead of only industrial targets. Thousands wiped out in a fiery holocaust in just 2 days in Hiroshima and Nagasaki using atomic weapons. Yes, if there's a flag that should be retired because it's displayed hate and excess of bloodshed it's the Stars and Stripes. When placed beside that record, the Stars and Bars comes off looking almost saintly.",0
